Protein	Family,,Description,,Start Site,,End Site
A0A023SJ65	IPR001539,,Peptidase U32,,69,,297
A0A060GPS0	IPR000259,,Fimbrial-type adhesion domain,,34,,181;;IPR008966,,Adhesion domain superfamily,,32,,182;;IPR036937,,Fimbrial-type adhesion domain superfamily,,31,,182
A0A072ZCT2	IPR000719,,Protein kinase domain,,175,,364;;IPR000719,,Protein kinase domain,,175,,456;;IPR000719,,Protein kinase domain,,175,,420;;IPR011009,,Protein kinase-like domain superfamily,,164,,431;;IPR011990,,Tetratricopeptide-like helical domain superfamily,,441,,607;;IPR011990,,Tetratricopeptide-like helical domain superfamily,,448,,479;;IPR011990,,Tetratricopeptide-like helical domain superfamily,,647,,822;;IPR031636,,Protein kinase G, tetratricopeptide repeat containing domain,,440,,820
A0A075N841	IPR011032,,GroES-like superfamily,,1,,93;;IPR018369,,Chaperonin GroES, conserved site,,2,,26;;IPR020818,,GroES chaperonin family,,1,,94;;IPR020818,,GroES chaperonin family,,2,,93;;IPR020818,,GroES chaperonin family,,2,,17;;IPR020818,,GroES chaperonin family,,24,,45;;IPR020818,,GroES chaperonin family,,59,,71;;IPR020818,,GroES chaperonin family,,80,,93;;IPR020818,,GroES chaperonin family,,2,,94;;IPR020818,,GroES chaperonin family,,1,,93;;IPR020818,,GroES chaperonin family,,1,,93;;IPR037124,,GroES chaperonin superfamily,,1,,94
A0A075SC62	IPR003494,,SHS2 domain inserted in FtsA,,85,,158;;IPR003494,,SHS2 domain inserted in FtsA,,7,,194;;IPR020823,,Cell division protein FtsA,,3,,458;;IPR020823,,Cell division protein FtsA,,1,,457;;IPR020823,,Cell division protein FtsA,,7,,369;;IPR021873,,Cell division protein FtsA, C-terminal,,377,,459
A0A075SF24	IPR003374,,ApbE-like superfamily,,5,,306;;IPR024932,,Flavin transferase ApbE,,11,,290;;IPR024932,,Flavin transferase ApbE,,1,,311;;IPR024932,,Flavin transferase ApbE,,4,,306
A0A075SGG6	IPR000719,,Protein kinase domain,,12,,233;;IPR000719,,Protein kinase domain,,12,,273;;IPR000719,,Protein kinase domain,,12,,270;;IPR005543,,PASTA domain,,372,,434;;IPR005543,,PASTA domain,,441,,501;;IPR005543,,PASTA domain,,507,,569;;IPR005543,,PASTA domain,,574,,638;;IPR005543,,PASTA domain,,368,,434;;IPR005543,,PASTA domain,,435,,501;;IPR005543,,PASTA domain,,502,,569;;IPR005543,,PASTA domain,,570,,639;;IPR005543,,PASTA domain,,368,,435;;IPR005543,,PASTA domain,,436,,501;;IPR005543,,PASTA domain,,502,,569;;IPR005543,,PASTA domain,,570,,639;;IPR008271,,Serine/threonine-protein kinase, active site,,132,,144;;IPR011009,,Protein kinase-like domain superfamily,,8,,276;;IPR017441,,Protein kinase, ATP binding site,,18,,42
A0A075SSZ7	IPR003770,,Endolytic murein transglycosylase,,240,,600;;IPR003770,,Endolytic murein transglycosylase,,276,,596;;IPR003770,,Endolytic murein transglycosylase,,237,,603;;IPR003770,,Endolytic murein transglycosylase,,236,,600;;IPR003770,,Endolytic murein transglycosylase,,315,,594
A0A075ST50	IPR003439,,ABC transporter-like,,26,,178;;IPR003439,,ABC transporter-like,,6,,250;;IPR003593,,AAA+ ATPase domain,,34,,230;;IPR017871,,ABC transporter, conserved site,,150,,164;;IPR017908,,ABC transporter, methionine import, ATP-binding protein, MetN, C-terminal,,249,,353;;IPR018449,,NIL domain,,278,,347;;IPR018449,,NIL domain,,275,,350;;IPR026253,,Methionine import ATP-binding protein MetN,,5,,351;;IPR027417,,P-loop containing nucleoside triphosphate hydrolase,,5,,249
